name,booth,homepage,categories,overview,partner_url
PHOENIX-AI,hall1 Booth C27-030,https://phoenix-ai.com,"Artificial Intelligence, Mobility & Smart Cities, Robotics","Turkey edge AI solutions manufacturer for distributors and integrators.
We cover a large mount of use-cases as well as your custom use-cases.
References: RATP, Port of Antwerp, Securitas Technology, etc.
Fr Distributors : Euro-Composant, JustAI",https://vivatechnology.com/partners/phoenix-ai
PINECO,hall1 Booth D44-012,https://pineco.co.kr/en,"Climate Tech, Energy","PINECO develops ThermoCure, an eco-friendly concrete heat-curing system that reduces CO2 emissions by 64% and ensures safe, efficient curing. We provide flexible solutions for construction and precast industries aiming for carbon-neutral innovation.",https://vivatechnology.com/partners/pineco
PingPrice,hall1 Booth C27-012,https://www.pingprice.be,"Growth & Investment, Retail & E-commerce, Artificial Intelligence","PingPrice is an application that helps the consumer to compare prices between supermarkets by simply scanning the barcode. We also offer solutions of price, promo monitoring for professionals through dashbards, email alerts, api's etc..",https://vivatechnology.com/partners/pingprice
Playruo,hall1 Booth E11-001,https://www.playruo.com,"Gaming & Esports, Marketing & Advertising, Entertainment, Media & Creators Economy","Playruo simplifies game demos for PC titles with instant playtests, PR previews, and interactive ads. Enhance player engagement and boost your game's visibility with seamless, shareable experiences.",https://vivatechnology.com/partners/playruo
PLOUF SAFETY CONCEPT,hall1 Booth B30-030,https://plouf.fr,"Artificial Intelligence, Healthcare & Wellness, Retail & E-commerce","Plouf is a pioneering French brand in aquatic safety. With its patented FibreAirⓇ technology, it designs floating swimsuits for children and adults, as well as floating navigation gear for professionals.",https://vivatechnology.com/partners/plouf-safety-concept
Point Fit Technology Limited,hall1 Booth F48-003,https://x.com/pointfittech,"Sports, Healthcare & Wellness, Artificial Intelligence",PointFit is developing a revolutionary skin patch sweat-sensing wearable for continuous lactate monitoring for preventive fatigue alerts,https://vivatechnology.com/partners/point-fit-technology-limited
PONY,hall1 Booth J37-018,https://getapony.com,"Mobility & Smart Cities, Industry & Supply Chain, Climate Tech","French company based in Angers, Pony supports local authorities in developing sustainable mobility by designing, manufacturing, and operating shared bike and scooter fleets.",https://vivatechnology.com/partners/pony
Pote&Match,hall1 Booth B31-008,https://potematch.com,"Gaming & Esports, Marketing & Advertising, Sports","Pote&Match boosts customer engagement with prediction games, quizzes, and loyalty programs. Track performance in real time to optimize marketing actions and build fan loyalty. Boost your fan engagement with Pote&Match!",https://vivatechnology.com/partners/potematch
POWER.xyz,hall1 Booth L27-003,https://power.xyz/,"Artificial Intelligence, Luxury, Fashion & Cosmetics, Retail & E-commerce","3D & AI Assets Solution for Visual Commerce and Unlimited Content creation.
One Master 3D Assets = 10 Use cases : 3D viewer, Configurator, AR, Content creation using GenAI.
Used by leading brands and agencies",https://vivatechnology.com/partners/powerxyz
PREVIA MEDICAL,hall1 Booth J37-033,https://www.previa-medical.com,"Artificial Intelligence, Healthcare & Wellness, Connectivity, Cloud & Infrastructure","Predict and prevent life-threatening emergencies by anticipating serious clinical risks, using real-time analysis of patient data to improve the safety, responsiveness and quality of care in healthcare establishments.",https://vivatechnology.com/partners/previa-medical
Prio Optics,hall1 Booth D11-078,https://www.prio-optics.com,"Deep Tech & Quantum Computing, Industry & Supply Chain",Prio Optics is revolutionizing optical filters with cutting-edge printing technology. We provide affordable and customizable optical coatings and filters with minimized environmental impact during production.,https://vivatechnology.com/partners/prio-optics
PRODEA DEPOLLUTING,hall1 Booth B30-029,https://prodea-depolluting.com,"Climate Tech, Food & Agriculture, Industry & Supply Chain","Prodea Depolluting is specialized in cutting-edge technologies for industrial emissions remediation and other applications. Our aim is to tackle some of the most pressing challenges today : air pollution, making sustainability both effective &accessible.",https://vivatechnology.com/partners/prodea-depolluting
PROMUS,hall1 Booth J37-016,https://www.promus.fr,"Industry & Supply Chain, Food & Agriculture, Retail & E-commerce","Promus digitizes the food supply chain for more sustainable dining. Simplified ordering, full traceability, responsible farms - we connect chefs with tomorrow's agriculture, combining impact, transparency, and performance.",https://vivatechnology.com/partners/promus
PROSPEAK AI,hall1 Booth D48-008,https://prospeak.ai/,"Artificial Intelligence, Marketing & Advertising, Data Management & CRM","Design high-performing Meta ads in a flash with AI-generated visuals and copy. Let our Messenger chatbot handle lead engagement and appointment booking — a full-funnel, automated sales assistant in your pocket.

Register now on https://prospeak.ai/",https://vivatechnology.com/partners/prospeak-ai
PRUM Leap Technologies PTE. LTD.,hall1 Booth H10,https://www.prumleap.com/,"Mobility & Smart Cities, mobilitysmartcity","PRUM Leap Technologies is a micromobility company revolutionising urban transport with the CTPOD One, a sustainable, electric three-wheeled pod designed for sustainability, safety, comfort, and accessibility.",https://vivatechnology.com/partners/prum-leap-technologies-pte-ltd
PUBLICIS GROUPE,hall1 Booth J17,https://france.publicisgroupe.com/a-propos/,"Marketing & Advertising, Retail & E-commerce, Artificial Intelligence, Data Management & CRM, HR & Future of Work","Publicis Groupe is a global leader in communication, positioned at every step of the value chain, from consulting to execution, combining marketing transformation and digital business transformation, through a powerful alchemy of creativity and technology",https://vivatechnology.com/partners/publicis-groupe
Publicis Production,hall1 Booth J02,https://publicisproduction.com,"Artificial Intelligence, Entertainment, Media & Creators Economy, Marketing & Advertising","As Publicis Groupe’s production platform, we connect 5,200 specialist talents across 50 locations worldwide in over 200 markets.
 
Consumers expect a personalized flow of content in their preferred channels, exactly when they need it. Brands are confronted with reduced budgets, increased waste, and the revolution of AI and automation, leading to confusion and an inability to adapt at pace. This leaves them asking: what is the right direction forward? At Publicis Production, we see an opportunity to disrupt the status quo and transform production spend into business growth. By combining over 100 years of creative experience with Publicis’s unparalleled access to data and cutting-edge AI-powered technologies, we are remodeling from cost-driven to value-based. The result: intelligent content.",https://vivatechnology.com/partners/publicis-production
PulpoAR,hall1 Booth F57-003,https://www.pulpoar.com,"Artificial Intelligence, Luxury, Fashion & Cosmetics",PulpoAR is a leading beauty tech company specializing in augmented reality (AR) and artificial intelligence (AI) solutions for the beauty industry.,https://vivatechnology.com/partners/pulpoar
Purple Alternative Surface,hall1 Booth E40-014,https://www.purplealternativesurface.com,"Climate Tech, Industry & Supply Chain, Mobility & Smart Cities","Purple transforms hard-to-recycle plastic waste into eco-friendly, permeable paving for sustainable parking. Our mission: decarbonize construction, reduce soil sealing, and promote local circular economy with on-site mini-factories.",https://vivatechnology.com/partners/purple-alternative-surface
Purple Alternative Surface,hall1 Booth J16-003,https://www.purplealternativesurface.com,"Climate Tech, Industry & Supply Chain, Mobility & Smart Cities","Purple transforms hard-to-recycle plastic waste into eco-friendly, permeable paving for sustainable parking. Our mission: decarbonize construction, reduce soil sealing, and promote local circular economy with on-site mini-factories.",https://vivatechnology.com/partners/purple-alternative-surface-2
PURPLE ALTERNATIVE SURFACE,hall1 Booth D17-027,https://www.purplealternativesurface.com,"Climate Tech, Mobility & Smart Cities","Purple transforms hard-to-recycle plastic waste into eco-friendly, permeable paving for sustainable parking. Our mission: decarbonize construction, reduce soil sealing, and promote local circular economy with on-site mini-factories.",https://vivatechnology.com/partners/purple-alternative-surface-3
QFLUIDICS,hall1 Booth B21-011,https://www.qfluidics.com,"Climate Tech, Industry & Supply Chain","Qfluidics is revolutionizing the chemical and pharmaceutical industries with its liquid tube technology, drastically reducing costs and environmental impact while enhancing industrial competitiveness.",https://vivatechnology.com/partners/qfluidics
RATP GROUP,hall1 Booth J38,https://ratpgroup.com/en/,"Energy, Mobility & Smart Cities, HR & Future of Work, Artificial Intelligence, Robotics","Innovation, a strategic lever for performance and competitiveness, is embedded in the DNA of the RATP Group. As a partner to cities and territories, the Group innovates daily to offer increasingly accessible and sustainable mobility solutions, enrich the passenger experience, strengthen its industrial leadership, and improve the quality of life at work for its employees. VivaTechnology, a major event in technological innovation organized in its ""historical cradle,"" is an unmissable opportunity to share our innovations and meet potential partners.",https://vivatechnology.com/partners/ratp-group
RDS SAS,hall1 Booth B21-012,https://www.rdsdiag.com,"Healthcare & Wellness, Artificial Intelligence, Connectivity, Cloud & Infrastructure","RDS develops MultiSense®, a connected patch advancing patient pathways by securing the return to home after surgery. CE-marked and deployed in Europe, it enables remote monitoring of vital signs to support faster, safer recovery with e-health innovation.",https://vivatechnology.com/partners/rds-sas
Rea Diagnostics SA,hall1 Booth B38-029,https://www.ReaDiagnostics.com,Healthcare & Wellness,"We specialize in the analysis of vaginal secretions to develop scientifically validated, user-friendly diagnostics for women’s health monitoring—starting with preterm birth risk. We deliver lab-level accuracy in a format women can trust and use from home.",https://vivatechnology.com/partners/rea-diagnostics-sa
Rebuilderai Inc.,hall1 Booth K12-008,,"Artificial Intelligence, Luxury, Fashion & Cosmetics, Industry & Supply Chain",A service that allows you to easily and freely design through AI,https://vivatechnology.com/partners/rebuilderai-inc
REEFLECT,hall1 Booth H22-014,https://www.reeflect.fr,"Artificial Intelligence, Diversity & Inclusion, Industry & Supply Chain","Reeflect is a plug & play alert system that uses AI to detect and analyze important sounds, turning them into light and vibration alerts for the deaf and hard-of-hearing - ideal for both homes and workplaces seeking better accessibility.",https://vivatechnology.com/partners/reeflect
Relicta Srl,hall1 Booth C15-039,https://www.relictabioplastics.com,"Climate Tech, Food & Agriculture, Luxury, Fashion & Cosmetics","Relicta is a startup that has developed a water-soluble, biodegradable, compostable, transparent, and odorless flexible material made from seafood industry by-products. This innovative packaging can be used for various products, from food to luxury items.",https://vivatechnology.com/partners/relicta-srl
Rement,hall1 Booth D11-079,https://www.rement.tech/en/,"Deep Tech & Quantum Computing, Climate Tech, Industry & Supply Chain","Rement turns waste concrete and CO2 into value. Our technology decomposes concrete into high-purity resources for use in construction, new concrete, and construction chemicals. Rement plants can be operated by cement producers and C&D waste recyclers.",https://vivatechnology.com/partners/rement
Renardo,hall1 Booth A08-023,https://www.renardo-tech.fr,"Robotics, Industry & Supply Chain, Deep Tech & Quantum Computing","Renardo provides a comprehensive hardware and software ecosystem designed for adaptability and agility, resulting in faster time to market and reduced costs for companies in manufacturing, automation, robotics, health devices, agritech...",https://vivatechnology.com/partners/renardo
renOdit,hall1 Booth F25-008,https://renodit.fr/,"Climate Tech, Artificial Intelligence, Energy",renOdit only needs an address to offer real estate and construction professionals instant and automated energy renovation scenarios optimized for the specific objectives and constraints of their individual clients.,https://vivatechnology.com/partners/renodit
RESHENIE Corp.,hall1 Booth K12-009,http://www.reshenie.co.kr,"Artificial Intelligence, Consulting & B2B services, Growth & Investment","RESHENIE specializing in smart manufacturing problems solving & manufacturing innovation engineering (AI-Based)
* Facilities Management Solution(AI-based)
* Processes Management Solution(AI-based)
* Digital Twin MSolution",https://vivatechnology.com/partners/reshenie-corp
Resmonics AG,hall1 Booth B38-009,https://resmonics.ai/,"Artificial Intelligence, Healthcare & Wellness",Resmonics develops solutions to prevent and manage respiratory diseases and infections. At the core of our products is a patented and CE-certified acoustic artificial intelligence that detects and analyzes respiratory symptoms.,https://vivatechnology.com/partners/resmonics-ag
Reveal A.I,hall1 Booth K40-091,https://tridan.org/reveal-life-science,"Artificial Intelligence, Healthcare & Wellness, Space, Aeronautics & Defense","Reveal sees the invisible in real time. First built to guide brain and breast cancer surgery, it's now an ultra-fast, precise platform powered by sovereign AI — revolutionizing health, defense, agri-food, and more. A new way to see, through light.",https://vivatechnology.com/partners/reveal-ai
REVLIM,hall1 Booth D37-020,https://www.revlim.fr,"Healthcare & Wellness, Sports","REVLIM est une entreprise innovante qui développe des solutions cognitivo-motrices pour prévenir la perte d’autonomie. Sa méthode repose sur la double tâche, combinant activité physique et stimulation cognitive, pour une meilleure qualité de vie de tous.",https://vivatechnology.com/partners/revlim
RiDERgy,hall1 Booth D40-013,https://www.ridergy.com/,"Energy, Mobility & Smart Cities, Artificial Intelligence","RiDERgy is an AI-powered EMS helping companies reduce EV fleet charging costs by up to 80%. We optimize charging schedules using real-time data from vehicles, energy systems, and pricing, ensuring cost savings and maximum vehicle availability.",https://vivatechnology.com/partners/ridergy
Rob'Occ,hall1 Booth H22-015,https://www.robocc.fr/,"Industry & Supply Chain, Robotics","Rob'Occ designs and industrializes in France, a new generation of indoor autonomous mobile robots. Versatile platforms and Plug&Play, the vehicles are optimized for dense coactivity and do not require any particular infrastructure.",https://vivatechnology.com/partners/robocc
Rofim,hall1 Booth G12-010,,"Artificial Intelligence, Healthcare & Wellness, Cybersecurity","Rofim is a telemedicine solution to facilitate medical collaboration, streamline patient care and improve access to care. Our mission is to enable patients to benefit from the right care, in the right place, at the right time, by the right professional.",https://vivatechnology.com/partners/rofim
RUNTECH,hall1 Booth H49-007,https://runtech-services.re/,"Mobility & Smart Cities, GovTech & Public sector",Runtech develops and builds durable street lighting systems that are 100% autonomous and highly resistant to the harshest weather conditions to bring light and electricity even in the most remote and isolated regions of the world,https://vivatechnology.com/partners/runtech
Safeout,hall1 Booth G50-021,https://safeout.io,"Luxury, Fashion & Cosmetics, Marketing & Advertising, Retail & E-commerce","Safeout is a white-label B2B protocol for certifying and tracing real-world items. We leverage NFC chips to link each product to a unique digital identity. In case of theft, the end owner can report the item as stolen to discourage resale.",https://vivatechnology.com/partners/safeout
SafeSip,hall1 Booth M38-006,https://safesip.co.tz,"Healthcare & Wellness, Climate Tech","SafeSip empowers rural Africa with its biomimicry inspired straw, a portable three stage filter that removes 99.99% of pathogens. At just $5 each, our eco friendly straw provides up to 1.500 liters of safe water over 5 years, reducing plastic and diseases.",https://vivatechnology.com/partners/safesip
samplistick GmbH,hall1 Booth D11-043,https://samplistick.com/en/,"Luxury, Fashion & Cosmetics, Growth & Investment, Retail & E-commerce","Reinvention of cosmetic pre-purchase, sustainable, digital, circular: samplistick is a patented service innovation offering brands and retailers in perfumery/drugstore, dermatology and hairdressing the opportunity to create samples exactly when needed.",https://vivatechnology.com/partners/samplistick-gmbh
Sanofi,hall1 Booth J24,https://www.sanofi.com/,"Artificial Intelligence, Diversity & Inclusion, Healthcare & Wellness, Industry & Supply Chain","At Sanofi, we are driven by one purpose: we chase the miracles of science to improve people’s lives. 
Our company has undergone an incredible transformation to modernize and put science at the center of everything we do",https://vivatechnology.com/partners/sanofi
SAU-VRIDER,hall1 Booth J16-010,https://sau-vrider.io/,"Healthcare & Wellness, Gaming & Esports, XR & Metaverse","SAU-VRIDER redefines fitness access by converting standard bikes into VR-powered wellness hubs. Our mission: combat inactivity, reduce social isolation, and empower communities globally through immersive fitness and future blockchain engagement.",https://vivatechnology.com/partners/sau-vrider
Scialytics,hall1 Booth D11-069,https://www.scialytics.io/,"Artificial Intelligence, Deep Tech & Quantum Computing, Healthcare & Wellness",Scialytics builds the first AI-powered surgical quality assurance pipeline to help surgeons and healthcare systems consistently deliver safe and effective care to their patients.,https://vivatechnology.com/partners/scialytics
Scienta Lab,hall1 Booth J24-004,https://www.scientalab.com,"Artificial Intelligence, Healthcare & Wellness","Scienta Lab is leading the AI-powered Precision Immunology revolution with EVA, the first multimodal foundation model dedicated to accelerating translational research in immunology and inflammation.",https://vivatechnology.com/partners/scienta-lab
SEEGENIO,hall1 Booth D11-080,https://www.seegenio.com,"Artificial Intelligence, Food & Agriculture, Industry & Supply Chain","The innovative and early ovosexing solution developed and industrialized by SEEGENIO, a CEA startup, uses artificial intelligence and multispectral imaging to determine the gender of poultry embryos and sort the eggs, from the 4th day of incubation.",https://vivatechnology.com/partners/seegenio
SellArts Africa,hall1 Booth L29-007,https://sellarts.net/en,"Artificial Intelligence, Marketing & Advertising, Retail & E-commerce","SellArts is a pan-African marketplace that showcases and sells contemporary African art by connecting artists, galleries, and collectors through simple, secure, and market-adapted digital tools.",https://vivatechnology.com/partners/sellarts-africa
Semeia,hall1 Booth G12-011,https://semeia.io,"Cybersecurity, Healthcare & Wellness, Artificial Intelligence","Since 2017, Sêmeia has provided MedicWise, a platform that intelligently processes healthcare data, combining medical expertise and data science to deliver innovative patient monitoring solutions, both in consultation and remotely.",https://vivatechnology.com/partners/semeia
SenseBioTek Health Care,hall1 Booth D41-022,https://sensebiotek.com,"Healthcare & Wellness, Luxury, Fashion & Cosmetics, Food & Agriculture","SenseBioTek is pioneering early cancer detection through a revolutionary technology analyzing volatile organic compounds emitted by the human body. It's a non-invasive screening tool, easy to use and cost-effective, dedicated to healthcare professionals.",https://vivatechnology.com/partners/sensebiotek-health-care
Serafim Technologies Inc.,hall1 Booth D38-022,https://serafimgaming.com/,"Gaming & Esports, Marketing & Advertising, Retail & E-commerce","Serafim originates from the highest order of angels, symbolizing excellence and victory. This angel will lead gamers to the pinnacle of triumph!",https://vivatechnology.com/partners/serafim-technologies-inc
Seventh Sense OÜ,hall1 Booth C06-012,https://7sense.ee/,"Artificial Intelligence, Diversity & Inclusion, Space, Aeronautics & Defense","7Sense is developing a new kind of artificial sense that enables people to ""see"" through touch. Our telehaptic technology is already helping blind individuals sense their surroundings with strong potential applications in healthcare, defense, and beyond.",https://vivatechnology.com/partners/seventh-sense-ou
SHELTERCOM,hall1 Booth D37-042,https://sheltercom.fr/,"Artificial Intelligence, Healthcare & Wellness, Retail & E-commerce","Turnkey tools to curb screen addiction: smart box, safe phone & AI-powered digital detox app.",https://vivatechnology.com/partners/sheltercom
Simvia,passerelle Booth O06-012,https://www.simvia.tech,"Artificial Intelligence, Consulting & B2B services, Industry & Supply Chain","Simvia helps engineers run powerful simulations without being locked into expensive software. Backed by EDF, we offer open-source tools, expert help, and cloud access so teams can move faster, cut costs, and stay in control.",https://vivatechnology.com/partners/simvia
SkinMed,hall1 Booth D26-005,https://www.skinmed.fr/,"Artificial Intelligence, Healthcare & Wellness, Growth & Investment","SkinMed is combating the increasing rates of skin cancer with a groundbreaking device that can detect nine different types of lesions, including melanomas, basal cell carcinomas, and squamous cell carcinomas. Accessible even in underserved medical areas !",https://vivatechnology.com/partners/skinmed
Skynopy,hall1 Booth G12-057,,"Space, Aeronautics & Defense, Connectivity, Cloud & Infrastructure","Skynopy is a French spacetech startup revolutionizing satellite communications by offering ""connectivity as a service."" By leveraging ground station networks and providing plug & play solutions, we eliminate complexities to download fastly satellite data",https://vivatechnology.com/partners/skynopy
Skyted / Trainways,hall1 Booth H22-029,https://skyted.io,"Connectivity, Cloud & Infrastructure","TrainWays is a mobile app that helps train travelers anticipate mobile connectivity along their route.
By providing real-time coverage maps and recommended time slots for calls or video meetings.",https://vivatechnology.com/partners/skyted-trainways
SmartAlpha,hall1 Booth C10-015,https://smartalpha.ai,"Artificial Intelligence, Deep Tech & Quantum Computing, Healthcare & Wellness","We ease ultrasound for all, with real-time AI solutions.",https://vivatechnology.com/partners/smartalpha
SOFTWARE RÉPUBLIQUE,hall1 Booth G18,https://softwarerepublique.eu/,Mobility & Smart Cities,"Software République is a European collaborative ecosystem enabling secure and sustainable mobility, composed of seven leading companies:  Dassault Systèmes | Eviden | JCDecaux | Orange | Renault Group | STMicroelectronics | Thales.
We provide citizens, companies, and local authorities with comprehensive offers ranging from user interfaces to energy management, which integrates vehicle systems, service platforms and network operating tools.",https://vivatechnology.com/partners/software-republique
Solecooler,hall1 Booth J47-010,https://solecooler.com/en_US/,"Sports, Healthcare & Wellness, Artificial Intelligence","We propose battery-free insoles that harness the energy from our steps to heat/cold for people with Raynaud’s syndrome but also workers, athletes...(Climfeet) or into electricity for monitoring foot pressure & prevention of diabetic foot ulcers (Warnfeet)",https://vivatechnology.com/partners/solecooler
SOMANITY,hall1 Booth B30-039,https://www.somanity.com,"Healthcare & Wellness, Diversity & Inclusion, Robotics",Somanity (medical) and its subsidiary Somanity Motion (industrial exoskeletons) position themselves as leading players in innovation related to mobility assistance and the improvement of working conditions.,https://vivatechnology.com/partners/somanity
Sophronitis,hall1 Booth J10-010,https://sophronitis.com,"HR & Future of Work, GovTech & Public sector, Healthcare & Wellness","Application mobile partageant une méthode de travail sur soi alliant introspection et pratique de la sophrologie, pour agir sur son bien-être mental et sa qualité de vie personnelle et professionnelle.",https://vivatechnology.com/partners/sophronitis
SORA,hall1 Booth B31-003,https://soins-sora.com,"Healthcare & Wellness, Luxury, Fashion & Cosmetics","At Sora, we reinvent the art of hair care by uniting the elegance of luxury and cutting-edge technology with the purity of island nature.",https://vivatechnology.com/partners/sora
SOURCE URBAINE,hall1 Booth J16-004,https://sourceurbaine.fr/,"Climate Tech, GovTech & Public sector, Growth & Investment","Source Urbaine offers an innovative solution that collects, stores, and gradually redistributes rainwater to plants and trees, ensuring self-sufficiency even in summer. The system also provides a cooling effect for green installations.",https://vivatechnology.com/partners/source-urbaine
Spartha Medical,hall1 Booth B21-014,https://sparthamedical.eu,"Healthcare & Wellness, Industry & Supply Chain, Artificial Intelligence","Developing bio-inspired, sustainable solutions for anti-infectious and pro-healing protection through bio||intelligence, with applications in human and animal health, as well as industry. We're tackling infections and bacterial resistance safely.",https://vivatechnology.com/partners/spartha-medical
Spexal,hall1 Booth B08-016,https://spexal.com/,"Artificial Intelligence, Robotics, Industry & Supply Chain","Spexal is an AI and robotics hub turning ideas into industrial solutions. From prototyping to deployment, we build custom hardware and software for manufacturing, logistics, and inspection—helping companies operate smarter, faster, and more efficiently.",https://vivatechnology.com/partners/spexal
Sternboard,hall1 Booth B18-007,https://www.sq-motors.com/,Mobility & Smart Cities,"Sternboard : skateboard électrique 3 roues tout-terrain, étanche, modulaire et accessible. Conçu en France pour les professionnels du loisir et les particuliers.",https://vivatechnology.com/partners/sternboard
STRAPPLIFE,hall1 Booth B30-035,https://www.strapp.life/,"GovTech & Public sector, Healthcare & Wellness, Mobility & Smart Cities","Strapplife develops accessible and simple tools that respond to complex issues such as medication non-adherence and first aid, among other impactful and inclusive solutions.",https://vivatechnology.com/partners/strapplife
STREETCO STREETNAV,hall1 Booth D17-024,https://street-co.com/en/app/streetnav,"Diversity & Inclusion, Mobility & Smart Cities, Healthcare & Wellness","StreetNav is an inclusive GPS that guides people with reduced mobility along accessible routes, avoiding obstacles both outdoors and inside public buildings like hospitals, stations, and city halls.",https://vivatechnology.com/partners/streetco-streetnav
STRIM MOBILITY,hall1 Booth B21-015,https://www.strim.mobi,"Energy, Marketing & Advertising, Mobility & Smart Cities",STRIM is universal locking and charging infrastructure for micromobility,https://vivatechnology.com/partners/strim-mobility
Sunmit Industries Inc.,hall1 Booth D38-023,https://sunmitfoam.wixsite.com/sunmit,"Climate Tech, Industry & Supply Chain, Sports","Driving circularity with next-gen packaging. Sunmit's Eco-Friendly PU, upcycled from waste foam, delivers high-performance cushioning. A sustainable, non-toxic alternative to landfill/incineration. Customizable properties.",https://vivatechnology.com/partners/sunmit-industries-inc
Sycon,hall1 Booth G50-023,https://www.sycon.fr,"Industry & Supply Chain, Connectivity, Cloud & Infrastructure, Cybersecurity","Sycon offers a Plug & Play IoT solution to digitize factories in minutes. Our smart device collects machine, environment, and energy data, builds a secure 5G mesh network, and enables real-time insights to boost uptime, quality, and efficiency.",https://vivatechnology.com/partners/sycon
Telekinesis,hall1 Booth D11-053,https://telekinesis.ai/,"Artificial Intelligence, Industry & Supply Chain, Robotics","Telekinesis is building Europe's leading industrial-purpose humanoid robot, powered by a Physical AI cloud platform that enables it to perceive, reason, and act with human-like intelligence, focused on automotive, aerospace and metal manufacturing.",https://vivatechnology.com/partners/telekinesis
Telgani,hall1 Booth K30-001,https://www.telgani.com/en,"Mobility & Smart Cities, Consulting & B2B services, Growth & Investment","Telgani is a Saudi mobility platform offering convenient, tech-powered car rentals and subscription services. Designed for individuals, travelers, and businesses. Telgani delivers flexible, reliable transportation solutions. wherever your journey starts.",https://vivatechnology.com/partners/telgani
Terratis,hall1 Booth H22-019,https://terratis.fr/,"Food & Agriculture, Industry & Supply Chain, Robotics","Terratis is the first French industrial startup deploying an eco-innovative vector control solution: sterile, non-biting male mosquitoes are released weekly to disrupt reproduction and suppress tiger mosquito populations naturally.",https://vivatechnology.com/partners/terratis
THDR Group,hall1 Booth F53-001,https://thdr.ai,"Artificial Intelligence, Luxury, Fashion & Cosmetics, Retail & E-commerce","The THDR Group is building the fashion houses of the future, using AI and emerging technologies to disrupt how consumers engage with fashion.",https://vivatechnology.com/partners/thdr-group
THE ISLAND COSMETICS,hall1 Booth H49-008,https://theislandcosmetics.com,"Luxury, Fashion & Cosmetics, Growth & Investment, Retail & E-commerce","The first French natural sun makeup brand
Our mission is to combine beauty and prevention to make sun protection an everyday beauty routine.",https://vivatechnology.com/partners/the-island-cosmetics
The PAAC,hall1 Booth C15-035,https://www.pac-fls.com/,"Luxury, Fashion & Cosmetics, Retail & E-commerce, Consulting & B2B services","Set up and management of fashion leasing, rental, resale services and outlet platforms to shape the future of circular fashion and help brands and retailers comply with upcoming sustainability regulations while capitalising on huge market opportunities.",https://vivatechnology.com/partners/the-paac
The Polyfloss Factory,hall1 Booth J25-001,https://www.thepolyflossfactory.com/,"Climate Tech, Industry & Supply Chain, Growth & Investment","The Polyfloss Factory is a greentech company specialised in plastic circular economy. Our technology, inspired by cotton-candy, allows to transform waste into fibers. These fibers can be used for textiles, packaging, and consruction.",https://vivatechnology.com/partners/the-polyfloss-factory
TheDay1Lab,hall1 Booth D44-016,https://day1-lab.com/en,"Climate Tech, Food & Agriculture, Industry & Supply Chain",TheDay1Lab aims to develop a sustainable plastic alternative world using nature-derived polymer materials. Our research in natural polymers addresses carbon emission reduction and zero microplastic generation while protecting the environment.,https://vivatechnology.com/partners/theday1lab
THERASONIC,hall1 Booth D11-081,https://www.therasonic.fr,"Healthcare & Wellness, Robotics, Deep Tech & Quantum Computing","TheraSonic is a french Medtech started in 2023. Our mission is to deliver drugs to the brain in order to cure neurological diseases, starting with brain cancers. Our product is a medical robot focusing ultrasound non invasively to the brain.",https://vivatechnology.com/partners/therasonic
Tinental,hall1 Booth D41-024,https://www.tinental.com,"Energy, Climate Tech, Industry & Supply Chain","Up to 60% energy savings, Tinental has developed an AI optimization system that transforms industrial pump operations. IoT-driven - No sensors required - Plug & play with old and new machines alike, requiring zero modifications to the production line.",https://vivatechnology.com/partners/tinental
"TMEV NET Co., Ltd.",hall1 Booth D44-017,http://www.tmevnet.com,"Deep Tech & Quantum Computing, Mobility & Smart Cities, Climate Tech","TMEVnet is focused on developing next generation cooling systems for MCS of electric trucks, UAM, ships, and other large scale electric mobility platforms. This enable charging from 100kW to 1250kW for megawatt-level power transfer.",https://vivatechnology.com/partners/tmev-net-co-ltd
TOWT,hall1 Booth J37-002,https://www.towt.eu/,Energy,"Since 2011, TOWT has been decarbonizing shipping with its modern cargo sailboats, offering a concrete alternative to polluting freight. By combining innovation and maritime know-how, we are proving that emission-free shipping is possible today.",https://vivatechnology.com/partners/towt
Trenderz,hall1 Booth L29-005,https://www.trenderz.io/,"Artificial Intelligence, Marketing & Advertising, Entertainment, Media & Creators Economy","Trenderz is an AI-driven creator marketing platform that helps African brands launch high-performing campaigns with local creators. We turn user-generated content into optimized social ads, making digital growth simple, scalable, and impactful.",https://vivatechnology.com/partners/trenderz
TROPICALTHEQUE,hall1 Booth D37-027,https://tropicaltheque.com,"Diversity & Inclusion, Luxury, Fashion & Cosmetics, Climate Tech","Empowering cosmetics with ethical tropical ingredients through science, traceability, and biodiversity-driven innovation.",https://vivatechnology.com/partners/tropicaltheque
Tut Tut,hall1 Booth C47-004,https://www.tut-tut.com,"Mobility & Smart Cities, Retail & E-commerce, Growth & Investment","Tut Tut is the first peer-to-peer delivery platform turning everyday car trips into eco-friendly deliveries : for individuals and retailers. A smart, local, and low-impact alternative to traditional last-mile logistics ! Available across France.",https://vivatechnology.com/partners/tut-tut
TYLIMMO.COM,hall1 Booth M30-006,,"Artificial Intelligence, Fintech, Banking & Crypto, Growth & Investment",TYLIMMO is a marketplace that digitizes and secures access to housing and homeownership in Africa. Our innovative model: Turn your rent into ownership.,https://vivatechnology.com/partners/tylimmocom
